Unnamed: 0,robustness,r10,r90,output,stage,sector_hazard,cc_scenario,portfolio
0,2166.27,1729.15,2757.94,DamShp_tot,1,drought_shp,D,00_00_00_07
1,7556.52,6946.46,8018.04,DamShp_tot,1,drought_shp,D,00_00_00_06
2,2166.27,1729.15,2757.94,DamShp_tot,1,drought_shp,D,00_00_00_08
3,9004.04,8454.55,9364.0,DamShp_tot,1,drought_shp,D,00_00_00_00
4,7556.52,6946.46,8018.04,DamShp_tot,1,drought_shp,D,00_00_00_04
5,7691.2,7134.8,7967.87,DamShp_tot,1,drought_shp,D,00_00_00_02
6,5144.8,3083.07,7615.41,DamShp_tot,1,drought_shp,D,00_00_00_05
7,7691.2,7134.8,7967.87,DamShp_tot,1,drought_shp,D,00_00_00_03
8,2166.27,1729.15,2757.94,DamShp_tot,1,drought_shp,D,00_00_00_09
9,4695.4,2331.62,7668.89,DamShp_tot,1,drought_shp,D,00_00_00_01
10,2696.26,2486.56,2746.36,invest_d_s,1,drought_shp,D,00_00_00_07
11,253.12,211.68,268.66,invest_d_s,1,drought_shp,D,00_00_00_06
12,2696.26,2486.56,2746.36,invest_d_s,1,drought_shp,D,00_00_00_08
13,0.0,0.0,0.0,invest_d_s,1,drought_shp,D,00_00_00_00
14,253.12,211.68,268.66,invest_d_s,1,drought_shp,D,00_00_00_04
15,158.36,26.2,252.16,invest_d_s,1,drought_shp,D,00_00_00_02
16,1561.38,211.68,2473.73,invest_d_s,1,drought_shp,D,00_00_00_05
17,158.36,26.2,252.16,invest_d_s,1,drought_shp,D,00_00_00_03
18,2696.26,2486.56,2746.36,invest_d_s,1,drought_shp,D,00_00_00_09
19,1534.52,26.2,2591.19,invest_d_s,1,drought_shp,D,00_00_00_01
20,1.0,1.0,1.0,pathways_list_d_s,1,drought_shp,D,00_00_00_07
21,1.6,1.0,2.0,pathways_list_d_s,1,drought_shp,D,00_00_00_06
22,1.0,1.0,1.0,pathways_list_d_s,1,drought_shp,D,00_00_00_08
23,0.0,0.0,0.0,pathways_list_d_s,1,drought_shp,D,00_00_00_00
24,1.6,1.0,2.0,pathways_list_d_s,1,drought_shp,D,00_00_00_04
25,1.6,1.0,2.0,pathways_list_d_s,1,drought_shp,D,00_00_00_02
26,1.6,1.0,2.0,pathways_list_d_s,1,drought_shp,D,00_00_00_05
27,1.6,1.0,2.0,pathways_list_d_s,1,drought_shp,D,00_00_00_03
28,1.0,1.0,1.0,pathways_list_d_s,1,drought_shp,D,00_00_00_09
29,1.6,1.0,2.0,pathways_list_d_s,1,drought_shp,D,00_00_00_01
30,1991.59,1576.08,2573.64,DamShp_tot,1,drought_shp,G,00_00_00_07
31,7174.5,6642.58,7442.23,DamShp_tot,1,drought_shp,G,00_00_00_06
32,1991.59,1576.08,2573.64,DamShp_tot,1,drought_shp,G,00_00_00_08
33,8359.48,7818.06,8716.77,DamShp_tot,1,drought_shp,G,00_00_00_00
34,7174.5,6642.58,7442.23,DamShp_tot,1,drought_shp,G,00_00_00_04
35,7144.53,6600.74,7427.03,DamShp_tot,1,drought_shp,G,00_00_00_02
36,5888.89,2945.31,7442.23,DamShp_tot,1,drought_shp,G,00_00_00_05
37,7144.53,6600.74,7427.03,DamShp_tot,1,drought_shp,G,00_00_00_03
38,1991.59,1576.08,2573.64,DamShp_tot,1,drought_shp,G,00_00_00_09
39,4392.94,2195.63,7131.75,DamShp_tot,1,drought_shp,G,00_00_00_01
40,2696.26,2486.56,2746.36,invest_d_s,1,drought_shp,G,00_00_00_07
41,247.73,211.68,265.36,invest_d_s,1,drought_shp,G,00_00_00_06
42,2696.26,2486.56,2746.36,invest_d_s,1,drought_shp,G,00_00_00_08
43,0.0,0.0,0.0,invest_d_s,1,drought_shp,G,00_00_00_00
44,247.73,211.68,265.36,invest_d_s,1,drought_shp,G,00_00_00_04
45,158.11,26.2,252.16,invest_d_s,1,drought_shp,G,00_00_00_02
46,1054.78,211.68,2455.18,invest_d_s,1,drought_shp,G,00_00_00_05
47,158.11,26.2,252.16,invest_d_s,1,drought_shp,G,00_00_00_03
48,2696.26,2486.56,2746.36,invest_d_s,1,drought_shp,G,00_00_00_09
49,1532.66,26.2,2591.19,invest_d_s,1,drought_shp,G,00_00_00_01
50,1.0,1.0,1.0,pathways_list_d_s,1,drought_shp,G,00_00_00_07
51,1.4,1.0,2.0,pathways_list_d_s,1,drought_shp,G,00_00_00_06
52,1.0,1.0,1.0,pathways_list_d_s,1,drought_shp,G,00_00_00_08
53,0.0,0.0,0.0,pathways_list_d_s,1,drought_shp,G,00_00_00_00
54,1.4,1.0,2.0,pathways_list_d_s,1,drought_shp,G,00_00_00_04
55,1.6,1.0,2.0,pathways_list_d_s,1,drought_shp,G,00_00_00_02
56,1.4,1.0,2.0,pathways_list_d_s,1,drought_shp,G,00_00_00_05
57,1.6,1.0,2.0,pathways_list_d_s,1,drought_shp,G,00_00_00_03
58,1.0,1.0,1.0,pathways_list_d_s,1,drought_shp,G,00_00_00_09
59,1.6,1.0,2.0,pathways_list_d_s,1,drought_shp,G,00_00_00_01
60,4088.13,3640.38,4598.21,DamShp_tot,1,drought_shp,Wp,00_00_00_07
61,3539.31,2874.4,3870.19,DamShp_tot,1,drought_shp,Wp,00_00_00_06
62,4088.13,3640.38,4598.21,DamShp_tot,1,drought_shp,Wp,00_00_00_08
63,13818.86,13053.56,14520.37,DamShp_tot,1,drought_shp,Wp,00_00_00_00
64,5676.76,5097.08,5813.57,DamShp_tot,1,drought_shp,Wp,00_00_00_04
65,6066.01,5469.91,6723.12,DamShp_tot,1,drought_shp,Wp,00_00_00_02
66,5177.96,4731.71,5486.97,DamShp_tot,1,drought_shp,Wp,00_00_00_05
67,3890.1,3090.87,4937.78,DamShp_tot,1,drought_shp,Wp,00_00_00_03
68,4088.13,3640.38,4598.21,DamShp_tot,1,drought_shp,Wp,00_00_00_09
69,4699.75,3936.4,5459.63,DamShp_tot,1,drought_shp,Wp,00_00_00_01
70,2705.53,2542.23,2746.36,invest_d_s,1,drought_shp,Wp,00_00_00_07
71,2952.51,2651.92,3078.18,invest_d_s,1,drought_shp,Wp,00_00_00_06
72,2705.53,2542.23,2746.36,invest_d_s,1,drought_shp,Wp,00_00_00_08
73,0.0,0.0,0.0,invest_d_s,1,drought_shp,Wp,00_00_00_00
74,2271.28,2041.21,2366.74,invest_d_s,1,drought_shp,Wp,00_00_00_04
75,2270.44,1974.01,2460.38,invest_d_s,1,drought_shp,Wp,00_00_00_02
76,2471.9,2343.84,2529.4,invest_d_s,1,drought_shp,Wp,00_00_00_05
77,2962.37,2584.72,3209.6,invest_d_s,1,drought_shp,Wp,00_00_00_03
78,2705.53,2542.23,2746.36,invest_d_s,1,drought_shp,Wp,00_00_00_09
79,2440.22,2015.94,2591.19,invest_d_s,1,drought_shp,Wp,00_00_00_01
80,1.0,1.0,1.0,pathways_list_d_s,1,drought_shp,Wp,00_00_00_07
81,3.0,3.0,3.0,pathways_list_d_s,1,drought_shp,Wp,00_00_00_06
82,1.0,1.0,1.0,pathways_list_d_s,1,drought_shp,Wp,00_00_00_08
83,0.0,0.0,0.0,pathways_list_d_s,1,drought_shp,Wp,00_00_00_00
84,3.0,3.0,3.0,pathways_list_d_s,1,drought_shp,Wp,00_00_00_04
85,3.0,3.0,3.0,pathways_list_d_s,1,drought_shp,Wp,00_00_00_02
86,2.0,2.0,2.0,pathways_list_d_s,1,drought_shp,Wp,00_00_00_05
87,3.0,3.0,3.0,pathways_list_d_s,1,drought_shp,Wp,00_00_00_03
88,1.0,1.0,1.0,pathways_list_d_s,1,drought_shp,Wp,00_00_00_09
89,2.0,2.0,2.0,pathways_list_d_s,1,drought_shp,Wp,00_00_00_01
0,1385.28,349.0,1907.68,DamUrb_tot,1,flood_urb,D,00_00_06_00
1,904.13,245.0,1524.09,DamUrb_tot,1,flood_urb,D,00_00_09_00
2,1286.54,349.0,1907.68,DamUrb_tot,1,flood_urb,D,00_00_05_00
3,3658.38,2223.1,4547.42,DamUrb_tot,1,flood_urb,D,00_00_00_00
4,1214.01,730.78,1326.22,DamUrb_tot,1,flood_urb,D,00_00_08_00
5,2509.53,1615.22,3393.04,DamUrb_tot,1,flood_urb,D,00_00_01_00
6,2429.12,1585.96,3262.95,DamUrb_tot,1,flood_urb,D,00_00_03_00
7,903.81,245.0,1524.09,DamUrb_tot,1,flood_urb,D,00_00_10_00
8,2678.27,2025.52,3232.31,DamUrb_tot,1,flood_urb,D,00_00_02_00
9,2578.1,1892.15,3268.38,DamUrb_tot,1,flood_urb,D,00_00_04_00
10,991.58,516.55,1094.39,DamUrb_tot,1,flood_urb,D,00_00_07_00
11,196.29,112.0,300.32,invest_f_u,1,flood_urb,D,00_00_06_00
12,191.43,142.0,254.0,invest_f_u,1,flood_urb,D,00_00_09_00
13,244.43,112.0,254.0,invest_f_u,1,flood_urb,D,00_00_05_00
14,0.0,0.0,0.0,invest_f_u,1,flood_urb,D,00_00_00_00
15,357.27,286.96,425.39,invest_f_u,1,flood_urb,D,00_00_08_00
16,233.36,188.75,357.68,invest_f_u,1,flood_urb,D,00_00_01_00
17,225.08,181.27,352.2,invest_f_u,1,flood_urb,D,00_00_03_00
18,166.62,142.0,177.92,invest_f_u,1,flood_urb,D,00_00_10_00
19,384.36,345.75,484.68,invest_f_u,1,flood_urb,D,00_00_02_00
20,376.08,338.27,477.7,invest_f_u,1,flood_urb,D,00_00_04_00
21,382.8,381.0,381.0,invest_f_u,1,flood_urb,D,00_00_07_00
22,2.2,1.0,3.0,pathways_list_f_u,1,flood_urb,D,00_00_06_00
23,1.5,1.0,2.0,pathways_list_f_u,1,flood_urb,D,00_00_09_00
24,2.0,1.0,2.0,pathways_list_f_u,1,flood_urb,D,00_00_05_00
25,0.0,0.0,0.0,pathways_list_f_u,1,flood_urb,D,00_00_00_00
26,2.5,2.0,3.0,pathways_list_f_u,1,flood_urb,D,00_00_08_00
27,3.2,3.0,4.0,pathways_list_f_u,1,flood_urb,D,00_00_01_00
28,3.2,3.0,4.0,pathways_list_f_u,1,flood_urb,D,00_00_03_00
29,1.5,1.0,2.0,pathways_list_f_u,1,flood_urb,D,00_00_10_00
30,3.2,3.0,4.0,pathways_list_f_u,1,flood_urb,D,00_00_02_00
31,3.2,3.0,4.0,pathways_list_f_u,1,flood_urb,D,00_00_04_00
32,2.1,2.0,2.0,pathways_list_f_u,1,flood_urb,D,00_00_07_00
33,2009.64,638.31,2683.3,DamUrb_tot,1,flood_urb,G,00_00_06_00
34,1151.88,349.0,1665.97,DamUrb_tot,1,flood_urb,G,00_00_09_00
35,1725.14,638.31,2360.97,DamUrb_tot,1,flood_urb,G,00_00_05_00
36,5539.42,3999.54,6469.48,DamUrb_tot,1,flood_urb,G,00_00_00_00
37,1369.8,758.24,1545.6,DamUrb_tot,1,flood_urb,G,00_00_08_00
38,3429.31,1963.66,4289.02,DamUrb_tot,1,flood_urb,G,00_00_01_00
39,3340.01,1934.15,4150.98,DamUrb_tot,1,flood_urb,G,00_00_03_00
40,1154.89,349.0,1695.99,DamUrb_tot,1,flood_urb,G,00_00_10_00
41,3279.66,1460.97,4181.11,DamUrb_tot,1,flood_urb,G,00_00_02_00
42,3184.82,1419.35,4168.24,DamUrb_tot,1,flood_urb,G,00_00_04_00
43,1105.84,592.28,1295.76,DamUrb_tot,1,flood_urb,G,00_00_07_00
44,259.52,158.32,300.32,invest_f_u,1,flood_urb,G,00_00_06_00
45,204.43,142.0,254.0,invest_f_u,1,flood_urb,G,00_00_09_00
46,269.69,254.0,300.32,invest_f_u,1,flood_urb,G,00_00_05_00
47,0.0,0.0,0.0,invest_f_u,1,flood_urb,G,00_00_00_00
48,393.12,286.96,429.88,invest_f_u,1,flood_urb,G,00_00_08_00
49,276.01,189.25,357.68,invest_f_u,1,flood_urb,G,00_00_01_00
50,268.68,181.77,352.2,invest_f_u,1,flood_urb,G,00_00_03_00
51,173.2,142.0,177.92,invest_f_u,1,flood_urb,G,00_00_10_00
52,418.01,346.25,484.68,invest_f_u,1,flood_urb,G,00_00_02_00
53,410.68,338.77,479.2,invest_f_u,1,flood_urb,G,00_00_04_00
54,384.59,381.0,398.96,invest_f_u,1,flood_urb,G,00_00_07_00
55,2.8,2.0,3.0,pathways_list_f_u,1,flood_urb,G,00_00_06_00
56,1.7,1.0,2.0,pathways_list_f_u,1,flood_urb,G,00_00_09_00
57,2.4,2.0,3.0,pathways_list_f_u,1,flood_urb,G,00_00_05_00
58,0.0,0.0,0.0,pathways_list_f_u,1,flood_urb,G,00_00_00_00
59,2.8,2.0,3.0,pathways_list_f_u,1,flood_urb,G,00_00_08_00
60,3.5,3.0,4.0,pathways_list_f_u,1,flood_urb,G,00_00_01_00
61,3.5,3.0,4.0,pathways_list_f_u,1,flood_urb,G,00_00_03_00
62,1.7,1.0,2.0,pathways_list_f_u,1,flood_urb,G,00_00_10_00
63,3.5,3.0,4.0,pathways_list_f_u,1,flood_urb,G,00_00_02_00
64,3.5,3.0,4.0,pathways_list_f_u,1,flood_urb,G,00_00_04_00
65,2.2,2.0,3.0,pathways_list_f_u,1,flood_urb,G,00_00_07_00
66,2753.3,1711.98,3584.81,DamUrb_tot,1,flood_urb,Wp,00_00_06_00
67,1823.5,951.12,2574.8,DamUrb_tot,1,flood_urb,Wp,00_00_09_00
68,2134.77,911.75,3288.04,DamUrb_tot,1,flood_urb,Wp,00_00_05_00
69,9873.41,7324.75,13392.82,DamUrb_tot,1,flood_urb,Wp,00_00_00_00
70,1591.7,797.59,2125.74,DamUrb_tot,1,flood_urb,Wp,00_00_08_00
71,4368.67,2238.54,6074.05,DamUrb_tot,1,flood_urb,Wp,00_00_01_00
72,4245.13,2204.35,5796.22,DamUrb_tot,1,flood_urb,Wp,00_00_03_00
73,1993.9,951.12,2826.68,DamUrb_tot,1,flood_urb,Wp,00_00_10_00
74,3839.67,2060.4,5177.64,DamUrb_tot,1,flood_urb,Wp,00_00_02_00
75,3759.75,2084.66,5236.53,DamUrb_tot,1,flood_urb,Wp,00_00_04_00
76,1379.89,620.16,2088.3,DamUrb_tot,1,flood_urb,Wp,00_00_07_00
77,303.91,300.32,318.28,invest_f_u,1,flood_urb,Wp,00_00_06_00
78,253.86,142.0,300.32,invest_f_u,1,flood_urb,Wp,00_00_09_00
79,283.59,254.0,300.32,invest_f_u,1,flood_urb,Wp,00_00_05_00
80,0.0,0.0,0.0,invest_f_u,1,flood_urb,Wp,00_00_00_00
81,380.22,286.96,429.88,invest_f_u,1,flood_urb,Wp,00_00_08_00
82,319.8,191.74,357.68,invest_f_u,1,flood_urb,Wp,00_00_01_00
83,312.97,186.75,352.2,invest_f_u,1,flood_urb,Wp,00_00_03_00
84,219.97,142.0,284.43,invest_f_u,1,flood_urb,Wp,00_00_10_00
85,475.2,460.74,484.68,invest_f_u,1,flood_urb,Wp,00_00_02_00
86,457.17,343.75,479.2,invest_f_u,1,flood_urb,Wp,00_00_04_00
87,388.18,381.0,398.96,invest_f_u,1,flood_urb,Wp,00_00_07_00
88,3.2,3.0,4.0,pathways_list_f_u,1,flood_urb,Wp,00_00_06_00
89,2.2,1.0,3.0,pathways_list_f_u,1,flood_urb,Wp,00_00_09_00
90,2.7,2.0,3.0,pathways_list_f_u,1,flood_urb,Wp,00_00_05_00
91,0.0,0.0,0.0,pathways_list_f_u,1,flood_urb,Wp,00_00_00_00
92,2.7,2.0,3.0,pathways_list_f_u,1,flood_urb,Wp,00_00_08_00
93,3.8,3.0,4.0,pathways_list_f_u,1,flood_urb,Wp,00_00_01_00
94,3.8,3.0,4.0,pathways_list_f_u,1,flood_urb,Wp,00_00_03_00
95,2.4,1.0,3.0,pathways_list_f_u,1,flood_urb,Wp,00_00_10_00
96,4.0,4.0,4.0,pathways_list_f_u,1,flood_urb,Wp,00_00_02_00
97,3.9,3.0,4.0,pathways_list_f_u,1,flood_urb,Wp,00_00_04_00
98,2.4,2.0,3.0,pathways_list_f_u,1,flood_urb,Wp,00_00_07_00
0,48.28,38.34,56.96,DamAgr_d_tot,1,drought_agr,D,00_05_00_00
1,111.99,98.7,120.47,DamAgr_d_tot,1,drought_agr,D,00_02_00_00
2,67.1,54.76,91.33,DamAgr_d_tot,1,drought_agr,D,00_08_00_00
3,41.63,28.54,48.82,DamAgr_d_tot,1,drought_agr,D,00_10_00_00
4,148.53,124.9,166.48,DamAgr_d_tot,1,drought_agr,D,00_00_00_00
5,70.2,59.85,76.03,DamAgr_d_tot,1,drought_agr,D,00_04_00_00
6,104.16,93.21,116.52,DamAgr_d_tot,1,drought_agr,D,00_01_00_00
7,58.97,45.73,63.6,DamAgr_d_tot,1,drought_agr,D,00_06_00_00
8,102.4,91.54,113.14,DamAgr_d_tot,1,drought_agr,D,00_03_00_00
9,54.54,42.78,59.07,DamAgr_d_tot,1,drought_agr,D,00_07_00_00
10,97.67,88.31,105.34,DamAgr_d_tot,1,drought_agr,D,00_09_00_00
11,30.2,24.13,31.77,invest_d_a,1,drought_agr,D,00_05_00_00
12,24.53,20.71,26.25,invest_d_a,1,drought_agr,D,00_02_00_00
13,22.39,15.5,31.95,invest_d_a,1,drought_agr,D,00_08_00_00
14,19.73,14.68,21.18,invest_d_a,1,drought_agr,D,00_10_00_00
15,0.0,0.0,0.0,invest_d_a,1,drought_agr,D,00_00_00_00
16,23.33,17.41,23.63,invest_d_a,1,drought_agr,D,00_04_00_00
17,32.73,21.82,35.97,invest_d_a,1,drought_agr,D,00_01_00_00
18,32.9,24.06,36.13,invest_d_a,1,drought_agr,D,00_06_00_00
19,31.9,21.12,35.54,invest_d_a,1,drought_agr,D,00_03_00_00
20,22.68,16.76,30.93,invest_d_a,1,drought_agr,D,00_07_00_00
21,31.41,21.77,35.18,invest_d_a,1,drought_agr,D,00_09_00_00
22,921.94,911.04,930.2,revenue_agr,1,drought_agr,D,00_05_00_00
23,858.4,838.59,867.86,revenue_agr,1,drought_agr,D,00_02_00_00
